Gene	Product	Virulence?
yccX	acylphosphatase	No
ycdU	uncharacterized protein YcdU	No
ycdX	zinc-binding phosphatase YcdX	No
ycdY	chaperone protein YcdY	No
ycdZ	inner membrane protein YcdZ	No
yceB	putative lipid-binding lipoprotein YceB	No
yceD	DUF177 domain-containing protein YceD	No
yceF	m(7)GTP pyrophosphatase	No
yceH	DUF480 domain-containing protein YceH	No
yceI	protein YceI	No
yceJ	putative cytochrome b561 YceJ	No
yceK	DUF1375 domain-containing lipoprotein YceK	No
yceM	putative oxidoreductase YceM	No
yceO	DUF2770 domain-containing protein YceO	No
yceQ	DUF2655 domain-containing protein YceQ	No
ycfH	putative metal-dependent hydrolase YcfH	No
ycfJ	PF05433 family protein YcfJ	No
ycfK	protein StfP	No
ycfL	DUF1425 domain-containing protein YcfL	No
ycfP	PF05728 family protein YcfP	No
ycfT	inner membrane protein YcfT	No
ycfZ	putative inner membrane protein YcfZ	No
ycgB	PF04293 family protein YcgB	No
ycgJ	PF05666 family protein YcgJ	No
ycgL	PF05166 family protein YcgL	No
ycgM	oxaloacetate tautomerase	No
ycgN	putative metal-chelating domain-containing	No
ycgR	flagellar brake protein YcgR	No
ycgV	putative autotransporter adhesin YcgV	No
ycgX	DUF1398 domain-containing protein YcgX	No
ycgY	uncharacterized protein YcgY	No
ycgZ	putative two-component system connector protein	No
ychA	transglutaminase-like/TPR repeat-containing	No
ychE	MarC family putative inner membrane protein	No
ychF	redox-responsive ATPase YchF	No
ychH	stress-induced protein	No
ychJ	NTF2-like domain-containing protein YchJ	No
ychN	DsrE/F sulfur relay family protein YchN	No
ychO	putative invasin YchO	No
ychQ	SirB family protein YchQ	No
ychS	putative uncharacterized protein YchS	No
ychT	protein YchT	No
yciA	acyl-CoA thioesterase YciA	No
yciB	inner membrane protein YciB	No
yciC	putative inner membrane protein	No
yciE	DUF892 domain-containing protein YciE	No
yciF	DUF892 domain-containing protein YciF	No
yciG	stress-induced bacterial acidophilic repeat	No
yciH	putative translation factor	No
yciI	protein YciI	No
yciK	putative oxidoreductase	No
yciN	protein YciN	No
yciO	putative RNA-binding protein YciO	No
yciQ	DUF2207 domain-containing protein YciQ	No
yciT	DNA-binding transcriptional dual regulator YciT	No
yciU	DUF440 domain-containing protein YciU	No
yciW	putative peroxidase YciW	No
yciX	uncharacterized protein YciX	No
yciY	uncharacterized protein YciY	No
yciZ	UPF0509 family protein YciZ	No
ycjD	DUF559 domain-containing protein YcjD	No
ycjF	DUF697 domain-containing inner membrane protein	No
ycjG	L-Ala-D/L-Glu epimerase	No
ycjM	glucosylglycerate phosphorylase	No
ycjN	putative ABC transporter periplasmic binding	No
ycjO	putative ABC transporter membrane subunit YcjO	No
ycjP	putative ABC transporter membrane subunit YcjP	No
ycjQ	D-guloside 3-dehydrogenase	No
ycjR	3-dehydro-D-guloside 4-epimerase	No
ycjS	D-glucoside 3-dehydrogenase	No
ycjT	kojibiose phosphorylase	No
ycjU	beta-phosphoglucomutase	No
ycjW	DNA-binding transcriptional repressor YcjW	No
ycjX	DUF463 domain-containing protein YcjX	No
ycjY	putative hydrolase YcjY	No
ydaE	zinc-binding protein	No
ydaF	DUF1391 domain-containing protein YdaF	No
ydaG	uncharacterized protein YdaG	No
ydaS	putative DNA-binding transcriptional regulator	No
ydaT	DNA binding transcriptional activator YdaT	No
ydaU	DUF1376 domain-containing protein YdaU	No
ydaV	putative ATP-binding protein YdaV	No
ydaW	putative uncharacterized protein YdaW	No
ydaY	putative uncharacterized protein YdaY	No
ydbA	putative outer membrane protein, N-terminal	No
ydbD	DUF2773 domain-containing protein YdbD	No
ydbH	putative intermembrane phospholipid transport	No
ydbJ	DUF333 domain-containing protein YdbJ	No
ydbK	putative pyruvate-flavodoxin oxidoreductase	No
ydbL	DUF1318 domain-containing protein YdbL	No
ydcA	protein YdcA	No
ydcC	H repeat-associated putative transposase YdcC	No
ydcD	uncharacterized protein YdcD	No
ydcF	DUF218 domain-containing protein YdcF	No
ydcH	DUF465 domain-containing protein YdcH	No
ydcI	DNA-binding transcriptional dual regulator YdcI	No
ydcJ	DUF1338 domain-containing protein YdcJ	No
ydcK	putative acyltransferase YdcK	No
ydcL	DUF3313 domain-containing lipoprotein YdcL	No
ydcO	putative transport protein YdcO	No
ydcR	fused putative DNA-binding transcriptional	No
ydcS	putative ABC transporter periplasmic binding	No
ydcT	putative ABC transporter ATP-binding protein	No
ydcU	putative ABC transporter membrane subunit YdcU	No
ydcV	putative ABC transporter membrane subunit YdcV	No
ydcY	DUF2526 domain-containing protein YdcY	No
ydcZ	putative transport protein YdcZ	No
yddA	ABC transporter family protein YddA	No
yddB	putative TonB-dependent receptor YddB	No
yddE	PF02567 family protein YddE	No
yddG	amino acid exporter YddG	No
yddH	flavin reductase-like protein YddH	No
yddK	leucine-rich repeat domain-containing protein	No
yddL	putative uncharacterized protein YddL	No
yddM	DNA-binding transcriptional regulator YddM	No
yddY	protein YddY	No
ydeA	putative exporter YdeA	No
ydeE	dipeptide exporter	No
ydeI	BOF family protein YdeI	No
ydeJ	PF02464 family protein YdeJ	No
ydeM	putative anaerobic sulfatase maturation enzyme	No
ydeN	putative sulfatase YdeN	No
ydeO	DNA-binding transcriptional dual regulator YdeO	No
ydeP	putative oxidoreductase YdeP	No
ydeQ	putative fimbrial adhesin protein YdeQ	No
ydeR	putative fimbrial protein YdeR	No
ydeS	putative fimbrial protein YdeS	No
ydeT	fimbrial usher domain-containing protein YdeT	No
ydfA	DUF1391 domain-containing protein YdfA	No
ydfB	uncharacterized protein YdfB	No
ydfC	uncharacterized protein YdfC	No
ydfD	lysis protein	No
ydfG	3-hydroxy acid dehydrogenase YdfG	No
ydfI	putative oxidoreductase YdfI	No
ydfJ	putative transporter YdfJ	No
ydfK	cold shock protein YdfK	No
ydfO	DUF1398 domain-containing protein YdfO	No
ydfR	protein YdfR	No
ydfT	putative antitermination protein Q	No
ydfU	protein YdfU	No
ydfV	protein YdfV	No
ydfW	protein YdfW	No
ydfX	protein YdfX	No
ydfZ	putative selenoprotein YdfZ	No
ydgA	DUF945 domain-containing protein YdgA	No
ydgC	GlpM family protein	No
ydgD	putative serine protease YdgD	No
ydgH	DUF1471 domain-containing protein YdgH	No
ydgI	putative arginine:ornithine antiporter	No
ydgJ	putative oxidoreductase YdgJ	No
ydgK	DUF2569 domain-containing inner membrane protein	No
ydgU	uncharacterized protein YdgU	No
ydhF	putative oxidoreductase YdhF	No
ydhI	DUF1656 domain-containing protein YdhI	No
ydhJ	putative membrane fusion protein YdhJ	No
ydhK	putative transporter YdhK	No
ydhL	DUF1289 domain-containing protein YdhL	No
ydhP	putative transporter YdhP	No
ydhQ	putative adhesin-related protein YdhQ	No
ydhR	putative monooxygenase YdhR	No
ydhS	FAD/NAD(P) binding domain-containing protein	No
ydhT	uncharacterized protein YdhT	No
ydhU	putative cytochrome YdhU	No
ydhV	putative oxidoreductase YdhV	No
ydhW	uncharacterized protein YdhW	No
ydhX	putative 4Fe-4S ferredoxin-like protein YdhX	No
ydhY	putative 4Fe-4S ferredoxin-like protein YdhY	No
ydiB	quinate/shikimate dehydrogenase	No
ydiE	PF10636 family protein YdiE	No
ydiF	putative acetate-CoA transferase YdiF	No
ydiH	uncharacterized protein YdiH	No
ydiJ	D-2-hydroxyglutarate dehydrogenase	No
ydiK	putative transporter YdiK	No
ydiL	DUF1870 domain-containing protein YdiL	No
ydiM	putative exporter YdiM	No
ydiN	putative transporter YdiN	No
ydiO	putative acyl-CoA dehydrogenase YdiO	No
ydiP	DNA-binding transcriptional regulator YdiP	No
ydiQ	putative electron transfer flavoprotein subunit	No
ydiR	putative electron transfer flavoprotein subunit	No
ydiS	putative electron transfer flavoprotein-quinone	No
ydiT	ferredoxin-like protein YdiT	No
ydiY	acid-inducible putative outer membrane protein	No
ydiZ	putative endoribonuclease YdiZ	No
ydjA	putative oxidoreductase YdjA	No
ydjE	putative transporter YdjE	No
ydjF	putative DNA-binding transcriptional regulator	No
ydjG	NADH-dependent methylglyoxal reductase	No
ydjH	L-glycero-L-galacto-octuluronate kinase	No
ydjI	L-glycero-L-galacto-octuluronate-1-phosphate	No
ydjJ	putative zinc-binding dehydrogenase YdjJ	No
ydjK	putative transporter YdjK	No
ydjL	putative zinc-binding dehydrogenase YdjL	No
ydjM	inner membrane protein YdjM	No
ydjO	protein YdjO	No
ydjX	DedA family protein YdjX	No
ydjY	4Fe-4S ferredoxin-type domain-containing protein	No
ydjZ	DedA family protein YdjZ	No
yeaC	DUF1315 domain-containing protein YeaC	No
yeaD	putative aldose 1-epimerase YeaD	No
yeaE	methylglyoxal reductase YeaE	No
yeaG	protein kinase YeaG	No
yeaH	DUF444 domain-containing protein YeaH	No
yeaK	mischarged aminoacyl-tRNA deacylase	No
yeaL	DUF441 domain-containing inner membrane protein	No
yeaO	DUF488 domain-containing protein YeaO	No
yeaQ	PF04226 family protein YeaQ	No
yeaR	DUF1971 domain-containing protein YeaR	No
yeaV	putative transporter YeaV	No
yeaW	carnitine monooxygenase subunit YeaW	No
yeaX	carnitine monooxygenase subunit YeaX	No
yeaY	Slp family lipoprotein YeaY	No
yebB	putative papain-like amidase YebB	No
yebC	putative transcriptional regulator YebC	No
yebE	DUF533 domain-containing inner membrane protein	No
yebF	secreted protein YebF	No
yebG	DNA damage-inducible protein YebG	No
yebK	DNA-binding transcriptional repressor YebK	No
yebO	uncharacterized protein YebO	No
yebQ	putative transporter YebQ	No
yebV	DUF1480 domain-containing protein YebV	No
yebW	DUF1482 domain-containing protein YebW	No
yebY	DUF2511 domain-containing protein YebY	No
yebZ	CopD family protein	No
yecA	putative Fe-binding protein YecA	No
yecD	isochorismatase family protein YecD	No
yecE	DUF72 domain-containing protein YecE	No
yecF	DUF2594 domain-containing protein YecF	No
yecH	DUF2492 domain-containing protein YecH	No
yecJ	DUF2766 domain-containing protein YecJ	No
yecM	putative metal-binding enzyme YecM	No
yecN	MAPEG family inner membrane protein YecN	No
yecR	lipoprotein YecR	No
yecT	protein YecT	No
yecU	protein YecU	No
yecV	protein YecV	No
yedA	putative transporter YedA	No
yedD	lipoprotein YedD	No
yedE	putative selenium transporter YedE	No
yedF	putative sulfurtransferase YedF	No
yedI	DUF808 domain-containing inner membrane protein	No
yedJ	putative HD superfamily phosphohydrolase YedJ	No
yedK	genome maintenance protein	No
yedL	putative acetyltransferase YedL	No
yedP	putative mannosyl-3-phosphoglycerate	No
yeeA	putative transporter YeeA	No
yeeJ	inverse autotransporter adhesin	No
yeeN	putative transcriptional regulator YeeN	No
yeeO	FMN/FAD exporter	No
yeeR	inner membrane protein YeeR	No
yeeS	RadC-like JAB domain-containing protein YeeS	No
yeeT	DUF987 domain-containing protein YeeT	No
yeeW	putative uncharacterized protein YeeW	No
yeeY	putative DNA-binding transcriptional regulator	No
yeeZ	putative epimerase YeeZ	No
yefM	YefM antitoxin of the YoeB-YefM toxin-antitoxin	Yes
yegD	HSP70 family protein YegD	No
yegH	inner membrane protein YegH	No
yegI	putative serine/threonine-protein kinase YegI	No
yegJ	DUF2314 domain-containing protein YegJ	No
yegL	IPR002035 domain-containing protein YegL	No
yegP	DUF1508 domain-containing protein YegP	No
yegR	uncharacterized protein YegR	No
yegS	lipid kinase YegS	No
yegT	putative transporter YegT	No
yegU	putative ADP-ribosylglycohydrolase YegU	No
yegV	putative sugar kinase YegV	No
yegW	DNA-binding transcriptional regulator GgaR	No
yegX	putative glycosyl hydrolase YegX	No
yehA	putative fimbrial adhesin YehA	No
yehB	putative fimbrial usher protein YehB	No
yehC	putative fimbrial chaperone YehC	No
yehD	putative fimbrial protein YehD	No
yehE	DUF2574 domain-containing protein YehE	No
yehF	PF05406 family protein YehF	No
yehI	DUF4132 domain-containing protein YehI	No
yehK	uncharacterized protein YehK	No
yehL	putative AAA(+) MoxR family ATPase YehL	No
yehM	uncharacterized protein YehM	No
yehP	VWA domain-containing protein YehP	No
yehQ	SWIM zinc finger domains-containing protein	No
yehR	DUF1307 domain-containing lipoprotein YehR	No
yehS	DUF1456 domain-containing protein YehS	No
yehW	glycine betaine ABC transporter membrane subunit	No
yehX	glycine betaine ABC transporter ATP binding	No
yehY	glycine betaine ABC transporter membrane subunit	No
yeiB	DUF418 domain-containing protein YeiB	No
yeiE	DNA-binding transcriptional dual regulator YeiE	No
yeiG	S-formylglutathione	No
yeiH	PF03601 family inner membrane protein YeiH	No
yeiI	putative sugar kinase YeiI	No
yeiL	DNA-binding transcriptional activator YeiL	No
yeiP	elongation factor P-like protein YeiP	No
yeiQ	putative oxidoreductase YeiQ	No
yeiR	zinc-binding GTPase YeiR	No
yeiS	DUF2542 domain-containing protein YeiS	No
yeiW	putative metal-chelating domain-containing	No
yejA	oligopeptide ABC transporter periplasmic binding	No
yejB	putative oligopeptide ABC transporter membrane	No
yejE	putative oligopeptide ABC transporter membrane	No
yejF	oligopeptide ABC transporter ATP binding subunit	No
yejG	protein YejG	No
yejK	nucleoid-associated protein YejK	No
yejL	DUF1414 domain-containing protein YejL	No
yejO	adhesin-like autotransporter YejO	No
yfaA	DUF2138 domain-containing protein YfaA	No
yfaE	ferredoxin-like diferric-tyrosyl radical	No
yfaL	putative autotransporter adhesin YfaL	No
yfaP	DUF2135 domain-containing protein YfaP	No
yfaQ	tandem DUF2300 domain-containing protein YfaQ	No
yfaT	DUF1175 domain-containing protein YfaT	No
yfaU	2-keto-3-deoxy-L-rhamnonate aldolase	No
yfaV	putative transporter YfaV	No
yfaX	putative DNA-binding transcriptional regulator	No
yfaY	IPR008135 CinA family protein YfaY	No
yfaZ	putative porin YfaZ	No
yfbK	IPR002035/DUF3520 domain-containing protein	No
yfbL	putative peptidase YfbL	No
yfbM	DUF1877 domain-containing protein YfbM	No
yfbN	uncharacterized protein YfbN	No
yfbO	uncharacterized protein YfbO	No
yfbP	uncharacterized protein YfbP	No
yfbR	dCMP phosphohydrolase	No
yfbS	putative transporter YfbS	No
yfbU	PF03887 family protein YfbU	No
yfbV	PF04217 family membrane protein YfbV	No
yfcA	putative transporter YfcA	No
yfcC	putative transporter YfcC	No
yfcD	putative Nudix hydrolase YfcD	No
yfcE	phosphodiesterase YfcE	No
yfcF	glutathione S-transferase YfcF	No
yfcG	disulfide bond oxidoreductase YfcG	No
yfcH	epimerase family protein YfcH	No
yfcJ	putative transporter YfcJ	No
yfcL	PF08891 family protein YfcL	No
yfcO	DUF2544 domain-containing protein YfcO	No
yfcP	putative fimbrial protein YfcP	No
yfcQ	putative fimbrial protein YfcQ	No
yfcR	putative fimbrial protein YfcR	No
yfcS	putative fimbrial chaperone YfcS	No
yfcV	putative fimbrial protein YfcV	No
yfcZ	DUF406 domain-containing protein YfcZ	No
yfdC	inner membrane protein YfdC	No
yfdE	acetyl-CoA:oxalate CoA-transferase	No
yfdF	protein YfdF	No
yfdG	putative bactoprenol-linked glucose translocase	No
yfdH	bactoprenol glucosyl transferase	No
yfdI	serotype-specific glucosyl transferase YfdI	No
yfdK	putative tail fiber assembly protein YfdK	No
yfdM	putative methyltransferase YfdM	No
yfdN	uncharacterized protein YfdN	No
yfdO	protein YdfO	No
yfdP	uncharacterized protein YfdP	No
yfdQ	DUF2303 domain-containing protein YfdQ	No
yfdR	5'-deoxynucleotidase	No
yfdS	protein YfdS	No
yfdT	protein YfdT	No
yfdV	putative transport protein YfdV	No
yfdX	protein YfdX	No
yfdY	DUF2545 domain-containing protein YfdY	No
yfeC	DNA-binding transcriptional dual regulator YfeC	No
yfeD	putative DNA-binding transcriptional regulator	No
yfeH	putative solute:Na(+) symporter	No
yfeK	DUF5329 domain-containing protein YfeK	No
yfeN	putative outer membrane porin YfeN	No
yfeO	putative transport protein YfeO	No
yfeR	putative DNA-binding transcriptional regulator	No
yfeS	PF05406 family protein YfeS	No
yfeW	penicillin binding protein 4B	No
yfeX	porphyrinogen peroxidase	No
yfeY	DUF1131 domain-containing lipoprotein YfeY	No
yfeZ	putative inner membrane protein	No
yffB	putative reductase YffB	No
yffL	uncharacterized protein YffL	No
yffM	uncharacterized protein YffM	No
yffN	uncharacterized protein YffN	No
yffO	uncharacterized protein YffO	No
yffP	uncharacterized protein YffP	No
yffQ	uncharacterized protein YffQ	No
yffR	uncharacterized protein YffR	No
yffS	uncharacterized protein YffS	No
yfgD	putative oxidoreductase YfgD	No
yfgG	Ni/Co stress response protein YfgG	No
yfgH	lipoprotein YfgH	No
yfgI	nalidixic acid resistance protein YfgI	No
yfgJ	zinc ribbon domain-containing protein YfgJ	No
yfgM	ancillary SecYEG translocon subunit	No
yfgO	putative transporter YfgO	No
yfhH	putative DNA-binding transcriptional regulator	No
yfhL	putative 4Fe-4S cluster-containing protein YfhL	No
yfhM	alpha2-macroglobulin	No
yfhR	putative peptidase	No
yfiB	lipoprotein YfiB	No
yfiC	tRNA m(6)A37 methyltransferase	No
yfiE	putative LysR-type DNA-binding transcriptional	No
yfiF	putative methyltransferase YfiF	No
yfiH	purine nucleoside phosphorylase YfiH	No
yfiL	DUF2799 domain-containing lipoprotein YfiL	No
yfiM	DUF2279 domain-containing protein YfiM	No
yfiR	DUF4154 domain-containing protein YfiR	No
yfiS	protein YfiS	No
yfjD	UPF0053 family inner membrane protein YfjD	No
yfjF	putative component of the Rsx system	No
yfjH	uncharacterized protein YfjH	No
yfjI	DUF3987 domain-containing protein YfjI	No
yfjJ	protein YfjJ	No
yfjM	protein YfjM	No
yfjP	putative GTP-binding protein YfjP	No
yfjQ	DUF932 domain-containing protein YfjQ	No
yfjR	putative DNA-binding transcriptional regulator	No
yfjS	inner membrane lipoprotein YfjS	No
yfjT	uncharacterized protein YfjT	No
yfjU	putative arsenate reductase-like protein YfjU	No
yfjW	uncharacterized protein YfjW	No
yfjZ	putative antitoxin of the YpjF-YfjZ	Yes
ygaC	DUF2002 domain-containing protein YgaC	No
ygaH	L-valine exporter, YgaH component	No
ygaM	tail-anchored inner membrane protein YgaM	No
ygaP	thiosulfate sulfurtransferase YgaP	No
ygaV	putative DNA-binding transcriptional regulator	No
ygaZ	L-valine exporter, YgaZ component	No
ygbA	protein YgbA	No
ygbE	DUF3561 domain-containing inner membrane protein	No
ygbI	DNA-binding transcriptional repressor YgbI	No
ygbJ	putative L-threonate dehydrogenase	No
ygbK	putative 3-oxo-tetronate kinase YgbK	No
ygbL	putative 3-oxo-tetronate 4-phosphate	No
ygbM	putative 2-oxo-tetronate isomerase YgbM	No
ygbN	putative transporter YgbN	No
ygcE	putative sugar kinase YgcE	No
ygcG	TPM domain-containing protein YgcG	No
ygcN	putative oxidoreductase with FAD/NAD(P)-binding	No
ygcO	putative 4Fe-4S cluster-containing protein	No
ygcP	putative anti-terminator regulatory protein	No
ygcQ	putative flavoprotein	No
ygcR	putative flavoprotein	No
ygcS	putative transporter YgcS	No
ygcU	putative FAD-containing dehydrogenase	No
ygcW	putative deoxygluconate dehydrogenase	No
ygdB	DUF2509 domain-containing protein YgdB	No
ygdD	DUF423 domain-containing inner membrane protein	No
ygdG	flap endonuclease	No
ygdI	DUF903 domain-containing lipoprotein YgdI	No
ygdQ	PF03741 family inner membrane protein YgdQ	No
ygdR	DUF903 domain-containing lipoprotein YgdR	No
ygdT	YgdT	No
ygeA	amino acid racemase YgeA	No
ygeG	TPR repeat-containing putative chaperone YgeG	No
ygeH	putative transcriptional regulator YgeH	No
ygeI	protein YgeI	No
ygeQ	putative lipoprotein YgeQ	No
ygeV	putative sigma(54)-dependent transcriptional	No
ygeW	putative carbamoyltransferase YgeW	No
ygeX	2,3-diaminopropionate ammonia-lyase	No
ygeY	putative peptidase YgeY	No
ygfB	PF03695 family protein YgfB	No
ygfF	putative oxidoreductase YgfF	No
ygfK	putative oxidoreductase, Fe-S subunit	No
ygfM	putative oxidoreductase	No
ygfS	putative electron transport protein YgfS	No
ygfT	putative oxidoreductase YgfT	No
ygfX	protein YgfX	No
ygfZ	folate-binding protein YgfZ	No
yggC	P-loop NTPase domain-containing protein YggC	No
yggE	DUF541 domain-containing protein YggE	No
yggF	fructose 1,6-bisphosphatase YggF	No
yggI	protein YggI	No
yggL	putative ribosome assembly factor YggL	No
yggM	DUF1202 domain-containing protein YggM	No
yggN	DUF2884 domain-containing protein YggN	No
yggP	putative zinc-binding dehydrogenase YggP	No
yggR	Type II/IV secretion system family protein	No
yggS	PLP homeostasis protein	No
yggT	uncharacterized protein YggT	No
yggU	DUF167 domain-containing protein YggU	No
yggX	putative Fe(2(+))-trafficking protein	No
yghA	NADP(+)-dependent aldehyde reductase	No
yghB	DedA family protein YghB	No
yghD	putative type II secretion system M-type protein	No
yghE	putative type II secretion system L-type protein	No
yghF	putative type II secretion system C-type protein	No
yghG	outer membrane pilotin	No
yghJ	putative mayloidogenic protein	No
yghO	putative DNA-binding transcriptional regulator	No
yghQ	putative transport protein YghQ	No
yghR	putative ATP-binding protein YghR	No
yghS	putative ATP-binding protein YghS	No
yghT	putative ATP-binding protein YghT	No
yghU	disulfide reductase/organic hydroperoxide	No
yghW	DUF2623 domain-containing protein YghW	No
ygiB	DUF1190 domain-containing protein YgiB	No
ygiC	peptide--spermidine ligase YgiC	No
ygiD	4,5-DOPA dioxygenase extradiol	No
ygiF	inorganic triphosphatase	No
ygiL	putative fimbrial protein YgiL	No
ygiM	putative signal transduction protein (SH3	No
ygiN	putative quinol monooxygenase YgiN	No
ygiQ	radical SAM superfamily protein YgiQ	No
ygiS	putative deoxycholate binding periplasmic	No
ygiV	DNA-binding transcriptional repressor YgiV	No
ygiW	BOF family protein YgiW	No
ygiZ	DUF2645 domain-containing inner membrane protein	No
ygjH	putative tRNA-binding protein YgjH	No
ygjI	putative transporter YgjI	No
ygjJ	protein YgjJ	No
ygjK	glycoside hydrolase	No
ygjP	putative metal-dependent hydrolase	No
ygjQ	DUF218 domain-containing protein YgjQ	No
ygjR	putative oxidoreductase YgjR	No
ygjV	inner membrane protein YgjV	No
yhaB	protein YhaB	No
yhaC	uncharacterized protein YhaC	No
yhaH	putative inner membrane protein	No
yhaI	putative inner membrane protein	No
yhaJ	DNA-binding transcriptional activator YhaJ	No
yhaK	bicupin-related protein	No
yhaL	uncharacterized protein YhaL	No
yhaV	ribosome-dependent mRNA interferase toxin YhaV	Yes
yhbE	putative transporter YhbE	No
yhbO	protein/nucleic acid deglycase 2	No
yhbP	putative FMN binding protein YhbP	No
yhbQ	DNA damage response nuclease YhbQ	No
yhbS	putative N-acetyltransferase YhbS	No
yhbW	putative luciferase-like monooxygenase YhbW	No
yhbX	putative hydrolase YhbX	No
yhbY	ribosome assembly factor YhbY	No
yhcA	putative fimbrial chaperone YhcA	No
yhcB	inner membrane protein YhcB	No
yhcC	radical SAM family oxidoreductase YhcC	No
yhcD	putative fimbrial usher protein YhcD	No
yhcE	putative uncharacterized protein YhcE	No
yhcF	DUF1120 domain-containing protein YhcF	No
yhcG	DUF1016 domain-containing protein YhcG	No
yhcN	DUF1471 domain-containing stress-induced protein	No
yhcO	putative barnase inhibitor	No
yhdE	nucleoside triphosphate pyrophosphatase YhdE	No
yhdH	acrylyl-CoA reductase	No
yhdJ	DNA adenine methyltransferase	No
yhdN	DUF1992 domain-containing protein YhdN	No
yhdP	phospholipid transport factor YhdP	No
yhdT	DUF997 domain-containing protein YhdT	No
yhdU	DUF2556 domain-containing protein YhdU	No
yhdV	lipoprotein YhdV	No
yhdX	putative ABC transporter membrane subunit YhdX	No
yhdY	putative ABC transporter membrane subunit YhdY	No
yhdZ	putative ABC transporter ATP-binding subunit	No
yheO	DNA-binding transcriptional regulator YheO	No
yheS	putative ATP-binding protein YheS	No
yheT	putative hydrolase YheT	No
yheU	PF06794 family protein YheU	No
yheV	DUF2387 domain-containing protein YheV	No
yhfA	OsmC family protein YhfA	No
yhfG	DUF2559 domain-containing protein YhfG	No
yhfK	putative transporter YhfK	No
yhfL	DUF4223 domain-containing lipoprotein YhfL	No
yhfS	putative aminotransferase YhfS	No
yhfT	uncharacterized protein YhfT	No
yhfU	DUF2620 domain-containing protein YhfU	No
yhfW	putative mutase YhfW	No
yhfX	putative PLP-binding protein YhfX	No
yhfY	PRD domain-containing protein YhfY	No
yhfZ	putative DNA-binding transcriptional regulator	No
yhgE	putative transport protein YhgE	No
yhgF	RNA-binding protein YhgF	No
yhgH	DNA utilization protein YhgH	No
yhgN	MarC family putative inner membrane protein	No
yhgO	protein YhgO	No
yhgP	protein YhgP	No
yhhA	DUF2756 domain-containing protein YhhA	No
yhhH	PF15631 family protein YhhH	No
yhhI	putative transposase	No
yhhJ	ABC transporter family protein YhhJ	No
yhhL	DUF1145 domain-containing protein YhhL	No
yhhM	DUF2500 domain-containing protein YhhM	No
yhhN	PF07947 family protein YhhN	No
yhhQ	queuosine precursor transporter	No
yhhS	putative transporter YhhS	No
yhhT	putative transporter YhhT	No
yhhW	quercetin 2,3-dioxygenase	No
yhhX	putative oxidoreductase YhhX	No
yhhY	N-acetyltransferase YhhY	No
yhhZ	putative endonuclease YhhZ	No
yhiD	inner membrane protein YhiD	No
yhiI	putative membrane fusion protein YhiI	No
yhiJ	DUF4049 domain-containing protein YhiJ	No
yhiM	inner membrane protein YhiM	No
yhiN	putative oxidoreductase YhiN	No
yhiS	putative uncharacterized protein YhiS	No
yhiY	protein YhiY	No
yhjB	putative DNA-binding transcriptional regulator	No
yhjD	putative transporter YhjD	No
yhjE	putative transporter YhjE	No
yhjG	AsmA family protein YhjG	No
yhjJ	peptidase M16 family protein YhjJ	No
yhjR	PF10945 family protein YhjR	No
yhjV	putative transporter YhjV	No
yhjX	putative transporter YhjX	No
yhjY	putative outer membrane protein YhjY	No
yiaA	PF05360 family inner membrane protein YiaA	No
yiaB	PF05360 family inner membrane protein YiaB	No
yiaC	peptidyl-lysine N-acetyltransferase YiaC	No
yiaD	PF13488 family lipoprotein YiaD	No
yiaF	DUF3053 domain-containing protein YiaF	No
yiaG	putative DNA-binding transcriptional regulator	No
yiaK	2,3-diketo-L-gulonate reductase	No
yiaL	DUF386 domain-containing protein YiaL	No
yiaM	2,3-diketo-L-gulonate:Na(+) symporter - membrane	No
yiaN	2,3-diketo-L-gulonate:Na(+) symporter - membrane	No
yiaO	2,3-diketo-L-gulonate:Na(+) symporter -	No
yiaT	outer membrane protein YiaT	No
yiaU	DNA-binding transcriptional activator YiaU	No
yiaV	putative membrane fusion protein YiaV	No
yiaW	DUF3302 domain-containing protein YiaW	No
yiaY	L-threonine dehydrogenase	No
yibA	putative lyase containing HEAT-repeat	No
yibF	glutathione transferase-like protein YibF	No
yibG	tetratricopeptide-like domain-containing protein	No
yibH	inner membrane protein YibH	No
yibI	DUF3302 domain-containing protein YibI	No
yibL	DUF2810 domain-containing protein YibL	No
yibN	putative sulfurtransferase YibN	No
yibQ	divergent polysaccharide deacetylase	No
yibT	protein YibT	No
yibV	PF15596 family protein YibV	No
yibX	protein YibX	No
yibX	protein YibX-S	No
yibY	protein YibY	No
yicC	putative RNase adaptor protein YicC	No
yicG	PF03458 family inner membrane protein YicG	No
yicH	AsmA family protein YicH	No
yicI	alpha-D-xyloside xylohydrolase	No
yicJ	putative xyloside transporter YicJ	No
yicL	putative transporter YicL	No
yicN	DUF1198 domain-containing protein YicN	No
yicR	RadC-like JAB domain-containing protein YicR	No
yicS	uncharacterized protein YicS	No
yicU	protein YicU	No
yidA	sugar phosphatase YidA	No
yidB	DUF937 domain-containing protein YidB	No
yidC	membrane protein insertase YidC	No
yidD	membrane protein insertion efficiency factor	No
yidE	putative transport protein YidE	No
yidF	uncharacterized protein YidF	No
yidG	inner membrane protein YidG	No
yidH	DUF202 domain-containing inner membrane protein	No
yidI	putative inner membrane protein YidI	No
yidJ	putative sulfatase/phosphatase YidJ	No
yidK	putative transporter YidK	No
yidL	putative DNA-binding transcriptional regulator	No
yidP	putative DNA-binding transcriptional regulator	No
